"","oid","card","choice1","cost1","sq1","mplants1","hplants1","lnative1","hnative1","mpollin1","hpollin1","whiapp1","bluapp1","allapp1","av1","choice2","cost2","sq2","mplants2","hplants2","lnative2","hnative2","mpollin2","hpollin2","whiapp2","bluapp2","allapp2","av2","choice3","cost3","sq3","mplants3","hplants3","lnative3","hnative3","mpollin3","hpollin3","whiapp3","bluapp3","allapp3","av3","choice4","cost4","sq4","mplants4","hplants4","lnative4","hnative4","mpollin4","hpollin4","whiapp4","bluapp4","allapp4","av4","choice","asc1","asc2","asc3","asc4"
"817",147,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"818",147,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"819",147,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"820",147,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"821",147,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"822",147,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"823",148,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"824",148,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"825",148,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,0,1,1,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"826",148,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"827",148,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"828",148,12,1,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"829",149,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"830",149,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"831",149,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"832",149,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"833",149,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"834",149,12,0,10,0,0,0,0,0,1,0,0,0,0,1,1,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"835",150,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"836",150,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"837",150,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"838",150,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"839",150,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"840",150,12,1,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"841",152,1,0,20,0,1,0,0,0,1,0,0,1,0,1,1,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"842",152,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"843",152,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,0,1,1,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"844",152,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"845",152,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"846",152,12,0,10,0,0,0,0,0,1,0,0,0,0,1,1,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"847",153,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"848",153,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"849",153,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"850",153,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"851",153,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"852",153,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"853",154,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"854",154,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"855",154,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"856",154,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"857",154,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"858",154,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"859",155,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"860",155,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"861",155,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"862",155,5,0,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"863",155,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"864",155,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"865",156,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"866",156,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"867",156,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"868",156,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"869",156,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"870",156,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"871",157,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"872",157,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"873",157,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"874",157,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"875",157,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"876",157,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"877",158,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"878",158,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"879",158,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"880",158,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"881",158,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"882",158,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"883",159,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"884",159,2,0,60,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"885",159,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"886",159,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"887",159,9,1,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"888",159,12,1,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"889",160,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"890",160,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"891",160,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"892",160,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"893",160,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"894",160,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"895",161,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"896",161,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"897",161,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"898",161,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"899",161,9,1,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"900",161,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"901",162,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"902",162,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"903",162,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"904",162,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"905",162,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"906",162,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"907",163,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"908",163,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"909",163,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"910",163,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"911",163,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"912",163,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"913",164,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"914",164,2,0,60,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"915",164,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"916",164,5,0,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"917",164,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"918",164,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"919",165,1,0,20,0,1,0,0,0,1,0,0,1,0,1,1,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"920",165,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"921",165,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"922",165,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"923",165,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"924",165,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"925",166,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"926",166,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"927",166,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"928",166,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"929",166,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
