"","oid","card","choice1","cost1","sq1","mplants1","hplants1","lnative1","hnative1","mpollin1","hpollin1","whiapp1","bluapp1","allapp1","av1","choice2","cost2","sq2","mplants2","hplants2","lnative2","hnative2","mpollin2","hpollin2","whiapp2","bluapp2","allapp2","av2","choice3","cost3","sq3","mplants3","hplants3","lnative3","hnative3","mpollin3","hpollin3","whiapp3","bluapp3","allapp3","av3","choice4","cost4","sq4","mplants4","hplants4","lnative4","hnative4","mpollin4","hpollin4","whiapp4","bluapp4","allapp4","av4","choice","asc1","asc2","asc3","asc4"
"1",2,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"2",2,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"3",2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"4",2,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"5",2,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"6",2,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"7",3,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"8",3,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"9",3,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,0,1,1,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"10",3,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"11",3,9,1,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"12",3,12,1,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"13",4,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"14",4,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"15",4,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"16",4,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"17",4,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"18",4,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"19",5,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"20",5,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"21",5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"22",5,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"23",5,9,1,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"24",5,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"25",6,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"26",6,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"27",6,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"28",6,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"29",6,9,1,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"30",6,12,1,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"31",7,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"32",7,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"33",7,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"34",7,5,0,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,1,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"35",7,9,1,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"36",7,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"37",12,1,0,20,0,1,0,0,0,1,0,0,1,0,1,1,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"38",12,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"39",12,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"40",12,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"41",12,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"42",12,12,0,10,0,0,0,0,0,1,0,0,0,0,1,1,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"43",13,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"44",13,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"45",13,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"46",13,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"47",13,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"48",13,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"49",14,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"50",14,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"51",14,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"52",14,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"53",14,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"54",14,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"55",15,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"56",15,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"57",15,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"58",15,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"59",15,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"60",15,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"61",16,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"62",16,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"63",16,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"64",16,5,0,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"65",16,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"66",16,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"67",17,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"68",17,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"69",17,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"70",17,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"71",17,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"72",17,12,0,10,0,0,0,0,0,1,0,0,0,0,1,1,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"73",18,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"74",18,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"75",18,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,0,1,1,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"76",18,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"77",18,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"78",18,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"79",19,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"80",19,2,0,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"81",19,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"82",19,5,0,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"83",19,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"84",19,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"85",20,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"86",20,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"87",20,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"88",20,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"89",20,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"90",20,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"91",21,1,0,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"92",21,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"93",21,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"94",21,5,0,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0
"95",21,9,0,10,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,1,0,1,0,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"96",21,12,1,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"97",22,1,0,20,0,1,0,0,0,1,0,0,1,0,1,1,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"98",22,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"99",22,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,0,1,1,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"100",22,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"101",22,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"102",22,12,0,10,0,0,0,0,0,1,0,0,0,0,1,1,60,0,0,1,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"103",23,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"104",23,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"105",23,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"106",23,5,0,20,0,0,1,1,0,0,1,0,1,0,1,1,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"107",23,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"108",23,12,0,10,0,0,0,0,0,1,0,0,0,0,1,0,60,0,0,1,1,0,0,1,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
"109",24,1,1,20,0,1,0,0,0,1,0,0,1,0,1,0,60,0,0,0,0,1,1,0,1,0,0,1,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"110",24,2,1,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"111",24,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,1,0,0,1,0,1,0,1,0,40,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0
"112",24,5,1,20,0,0,1,1,0,0,1,0,1,0,1,0,10,0,0,0,0,1,1,0,1,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
"113",24,9,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,1,1,60,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0
