"","id","oid","ind","alt","block","card","plants","native","pollin","appear","cost","choice","sq","city","Income","sur","type","freqv","timev","travelt","PlantGuess","plrich","NativeGuess","natper","ColourGuess","PollinGuess","Gender","age","AgeLevel","Education","Employment","CNS_ScaleMean","Charity","park...34","park...35","visittime","traveltime","dogs","adults","child","Task","plantsA","plantsB","plantsC","plantsD","nativeA","nativeB","nativeC","nativeD","pollinA","pollinB","pollinC","pollinD","appearA","appearB","appearC","appearD","costA","costB","costC","costD","ID"
"376",496,21,16,4,1,5,0,0,0,0,0,1,1,3,31200,2,3,2,10,10,21,27,50,0.7430556,5,5,1,2,25,5,1,6,1,"Inch_Park_Annual",6,10,10,0,2,0,4,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,16
"378",498,21,16,2,1,9,2,0,0,2,5,1,0,3,31200,2,3,2,10,10,21,27,50,0.7430556,5,5,1,2,25,5,1,6,1,"Inch_Park_Annual",6,10,10,0,2,0,5,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,16
"381",501,21,16,1,1,12,0,0,1,0,10,1,0,3,31200,2,3,2,10,10,21,27,50,0.7430556,5,5,1,2,25,5,1,6,1,"Inch_Park_Annual",6,10,10,0,2,0,6,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,16
"386",506,22,17,2,1,1,0,1,1,1,60,1,0,3,15559,2,3,1,5,0,6,27,75,0.7430556,3,5,1,5,55,5,1,6.230769231,1,"Inch_Park_Annual",6,5,0,0,3,0,1,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,17
"389",509,22,17,1,1,2,0,1,2,3,60,1,0,3,15559,2,3,1,5,0,6,27,75,0.7430556,3,5,1,5,55,5,1,6.230769231,1,"Inch_Park_Annual",6,5,0,0,3,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,17
"395",515,22,17,3,1,4,1,1,0,0,40,1,0,3,15559,2,3,1,5,0,6,27,75,0.7430556,3,5,1,5,55,5,1,6.230769231,1,"Inch_Park_Annual",6,5,0,0,3,0,3,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,17
"397",517,22,17,1,1,5,2,-1,2,2,20,1,0,3,15559,2,3,1,5,0,6,27,75,0.7430556,3,5,1,5,55,5,1,6.230769231,1,"Inch_Park_Annual",6,5,0,0,3,0,4,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,17
"403",523,22,17,3,1,9,0,0,2,2,60,1,0,3,15559,2,3,1,5,0,6,27,75,0.7430556,3,5,1,5,55,5,1,6.230769231,1,"Inch_Park_Annual",6,5,0,0,3,0,5,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,17
"406",526,22,17,2,1,12,2,-1,2,0,60,1,0,3,15559,2,3,1,5,0,6,27,75,0.7430556,3,5,1,5,55,5,1,6.230769231,1,"Inch_Park_Annual",6,5,0,0,3,0,6,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,17
"409",529,23,18,1,1,1,1,0,1,2,20,1,0,3,26000,2,2,5,30,5,21,24,50,0.6818182,2,4,0,5,55,5,1,5,1,"Pilrig_Perrenial",12,30,5,1,2,0,1,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,18
"413",533,23,18,1,1,2,0,1,2,3,60,1,0,3,26000,2,2,5,30,5,21,24,50,0.6818182,2,4,0,5,55,5,1,5,1,"Pilrig_Perrenial",12,30,5,1,2,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,18
"418",538,23,18,2,1,4,1,-1,2,2,5,1,0,3,26000,2,2,5,30,5,21,24,50,0.6818182,2,4,0,5,55,5,1,5,1,"Pilrig_Perrenial",12,30,5,1,2,0,3,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,18
"422",542,23,18,2,1,5,0,1,1,1,10,1,0,3,26000,2,2,5,30,5,21,24,50,0.6818182,2,4,0,5,55,5,1,5,1,"Pilrig_Perrenial",12,30,5,1,2,0,4,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,18
"427",547,23,18,3,1,9,0,0,2,2,60,1,0,3,26000,2,2,5,30,5,21,24,50,0.6818182,2,4,0,5,55,5,1,5,1,"Pilrig_Perrenial",12,30,5,1,2,0,5,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,18
"431",551,23,18,3,1,12,0,0,1,3,5,1,0,3,26000,2,2,5,30,5,21,24,50,0.6818182,2,4,0,5,55,5,1,5,1,"Pilrig_Perrenial",12,30,5,1,2,0,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,18
"433",553,24,19,1,1,1,1,0,1,2,20,1,0,3,-999,2,2,1,5,5,6,24,50,0.6818182,2,4,1,4,45,5,1,4.769230769,1,"Pilrig_Perrenial",12,5,5,1,1,0,1,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,19
"437",557,24,19,1,1,2,0,1,2,3,60,1,0,3,-999,2,2,1,5,5,6,24,50,0.6818182,2,4,1,4,45,5,1,4.769230769,1,"Pilrig_Perrenial",12,5,5,1,1,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,19
"442",562,24,19,2,1,4,1,-1,2,2,5,1,0,3,-999,2,2,1,5,5,6,24,50,0.6818182,2,4,1,4,45,5,1,4.769230769,1,"Pilrig_Perrenial",12,5,5,1,1,0,3,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,19
"445",565,24,19,1,1,5,2,-1,2,2,20,1,0,3,-999,2,2,1,5,5,6,24,50,0.6818182,2,4,1,4,45,5,1,4.769230769,1,"Pilrig_Perrenial",12,5,5,1,1,0,4,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,19
"451",571,24,19,3,1,9,0,0,2,2,60,1,0,3,-999,2,2,1,5,5,6,24,50,0.6818182,2,4,1,4,45,5,1,4.769230769,1,"Pilrig_Perrenial",12,5,5,1,1,0,5,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,19
"455",575,24,19,3,1,12,0,0,1,3,5,1,0,3,-999,2,2,1,5,5,6,24,50,0.6818182,2,4,1,4,45,5,1,4.769230769,1,"Pilrig_Perrenial",12,5,5,1,1,0,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,19
"458",578,25,20,2,1,1,0,1,1,1,60,1,0,3,31200,2,2,1,10,5,30,24,100,0.6818182,4,5,1,6,65,3,1,6.461538462,1,"Pilrig_Perrenial",12,10,5,1,3,0,1,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,20
"461",581,25,20,1,1,2,0,1,2,3,60,1,0,3,31200,2,2,1,10,5,30,24,100,0.6818182,4,5,1,6,65,3,1,6.461538462,1,"Pilrig_Perrenial",12,10,5,1,3,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,20
"466",586,25,20,2,1,4,1,-1,2,2,5,1,0,3,31200,2,2,1,10,5,30,24,100,0.6818182,4,5,1,6,65,3,1,6.461538462,1,"Pilrig_Perrenial",12,10,5,1,3,0,3,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,20
"469",589,25,20,1,1,5,2,-1,2,2,20,1,0,3,31200,2,2,1,10,5,30,24,100,0.6818182,4,5,1,6,65,3,1,6.461538462,1,"Pilrig_Perrenial",12,10,5,1,3,0,4,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,20
"475",595,25,20,3,1,9,0,0,2,2,60,1,0,3,31200,2,2,1,10,5,30,24,100,0.6818182,4,5,1,6,65,3,1,6.461538462,1,"Pilrig_Perrenial",12,10,5,1,3,0,5,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,20
"478",598,25,20,2,1,12,2,-1,2,0,60,1,0,3,31200,2,2,1,10,5,30,24,100,0.6818182,4,5,1,6,65,3,1,6.461538462,1,"Pilrig_Perrenial",12,10,5,1,3,0,6,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,20
"483",603,26,21,3,1,1,2,0,1,2,5,1,0,3,-999,2,3,2,5,5,11,27,75,0.7430556,5,5,0,2,25,5,1,5.692307692,0,"Inch_Park_Annual",6,5,5,0,2,1,1,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,21
"486",606,26,21,2,1,2,1,0,0,0,0,1,0,3,-999,2,3,2,5,5,11,27,75,0.7430556,5,5,0,2,25,5,1,5.692307692,0,"Inch_Park_Annual",6,5,5,0,2,1,2,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,21
"491",611,26,21,3,1,4,1,1,0,0,40,1,0,3,-999,2,3,2,5,5,11,27,75,0.7430556,5,5,0,2,25,5,1,5.692307692,0,"Inch_Park_Annual",6,5,5,0,2,1,3,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,21
"494",614,26,21,2,1,5,0,1,1,1,10,1,0,3,-999,2,3,2,5,5,11,27,75,0.7430556,5,5,0,2,25,5,1,5.692307692,0,"Inch_Park_Annual",6,5,5,0,2,1,4,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,21
"498",618,26,21,2,1,9,2,0,0,2,5,1,0,3,-999,2,3,2,5,5,11,27,75,0.7430556,5,5,0,2,25,5,1,5.692307692,0,"Inch_Park_Annual",6,5,5,0,2,1,5,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,21
"503",623,26,21,3,1,12,0,0,1,3,5,1,0,3,-999,2,3,2,5,5,11,27,75,0.7430556,5,5,0,2,25,5,1,5.692307692,0,"Inch_Park_Annual",6,5,5,0,2,1,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,21
"507",627,27,22,3,1,1,2,0,1,2,5,1,0,3,31200,2,2,5,30,25,1,24,100,0.6818182,1,3,1,4,45,4,1,3.538461538,0,"Pilrig_Perrenial",12,30,25,0,3,2,1,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,22
"510",630,27,22,2,1,2,1,0,0,0,0,1,0,3,31200,2,2,5,30,25,1,24,100,0.6818182,1,3,1,4,45,4,1,3.538461538,0,"Pilrig_Perrenial",12,30,25,0,3,2,2,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,22
"516",636,27,22,4,1,4,0,0,0,0,0,1,1,3,31200,2,2,5,30,25,1,24,100,0.6818182,1,3,1,4,45,4,1,3.538461538,0,"Pilrig_Perrenial",12,30,25,0,3,2,3,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,22
"520",640,27,22,4,1,5,0,0,0,0,0,1,1,3,31200,2,2,5,30,25,1,24,100,0.6818182,1,3,1,4,45,4,1,3.538461538,0,"Pilrig_Perrenial",12,30,25,0,3,2,4,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,22
"524",644,27,22,4,1,9,0,0,0,0,0,1,1,3,31200,2,2,5,30,25,1,24,100,0.6818182,1,3,1,4,45,4,1,3.538461538,0,"Pilrig_Perrenial",12,30,25,0,3,2,5,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,22
"528",648,27,22,4,1,12,0,0,0,0,0,1,1,3,31200,2,2,5,30,25,1,24,100,0.6818182,1,3,1,4,45,4,1,3.538461538,0,"Pilrig_Perrenial",12,30,25,0,3,2,6,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,22
"529",649,28,23,1,1,1,1,0,1,2,20,1,0,3,31200,2,2,5,20,10,11,24,100,0.6818182,1,4,0,4,45,3,1,5.384615385,0,"Pilrig_Perrenial",12,20,10,0,2,3,1,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,23
"535",655,28,23,3,1,2,2,-1,1,1,20,1,0,3,31200,2,2,5,20,10,11,24,100,0.6818182,1,4,0,4,45,3,1,5.384615385,0,"Pilrig_Perrenial",12,20,10,0,2,3,2,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,23
"537",657,28,23,1,1,4,0,0,0,1,0,1,0,3,31200,2,2,5,20,10,11,24,100,0.6818182,1,4,0,4,45,3,1,5.384615385,0,"Pilrig_Perrenial",12,20,10,0,2,3,3,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,23
"542",662,28,23,2,1,5,0,1,1,1,10,1,0,3,31200,2,2,5,20,10,11,24,100,0.6818182,1,4,0,4,45,3,1,5.384615385,0,"Pilrig_Perrenial",12,20,10,0,2,3,4,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,23
"546",666,28,23,2,1,9,2,0,0,2,5,1,0,3,31200,2,2,5,20,10,11,24,100,0.6818182,1,4,0,4,45,3,1,5.384615385,0,"Pilrig_Perrenial",12,20,10,0,2,3,5,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,23
"551",671,28,23,3,1,12,0,0,1,3,5,1,0,3,31200,2,2,5,20,10,11,24,100,0.6818182,1,4,0,4,45,3,1,5.384615385,0,"Pilrig_Perrenial",12,20,10,0,2,3,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,23
"553",673,29,24,1,1,1,1,0,1,2,20,1,0,3,-999,2,2,5,5,90,30,24,75,0.6818182,3,5,1,4,45,1,1,5.076923077,0,"Pilrig_Perrenial",12,5,90,0,1,0,1,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,24
"559",679,29,24,3,1,2,2,-1,1,1,20,1,0,3,-999,2,2,5,5,90,30,24,75,0.6818182,3,5,1,4,45,1,1,5.076923077,0,"Pilrig_Perrenial",12,5,90,0,1,0,2,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,24
"562",682,29,24,2,1,4,1,-1,2,2,5,1,0,3,-999,2,2,5,5,90,30,24,75,0.6818182,3,5,1,4,45,1,1,5.076923077,0,"Pilrig_Perrenial",12,5,90,0,1,0,3,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,24
"565",685,29,24,1,1,5,2,-1,2,2,20,1,0,3,-999,2,2,5,5,90,30,24,75,0.6818182,3,5,1,4,45,1,1,5.076923077,0,"Pilrig_Perrenial",12,5,90,0,1,0,4,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,24
"571",691,29,24,3,1,9,0,0,2,2,60,1,0,3,-999,2,2,5,5,90,30,24,75,0.6818182,3,5,1,4,45,1,1,5.076923077,0,"Pilrig_Perrenial",12,5,90,0,1,0,5,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,24
"573",693,29,24,1,1,12,0,0,1,0,10,1,0,3,-999,2,2,5,5,90,30,24,75,0.6818182,3,5,1,4,45,1,1,5.076923077,0,"Pilrig_Perrenial",12,5,90,0,1,0,6,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,24
"579",699,30,25,3,1,1,2,0,1,2,5,1,0,3,36400,2,2,2,5,60,21,24,50,0.6818182,2,4,1,3,35,5,1,6.461538462,0,"Pilrig_Perrenial",12,5,60,0,2,0,1,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,25
"581",701,30,25,1,1,2,0,1,2,3,60,1,0,3,36400,2,2,2,5,60,21,24,50,0.6818182,2,4,1,3,35,5,1,6.461538462,0,"Pilrig_Perrenial",12,5,60,0,2,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,25
"586",706,30,25,2,1,4,1,-1,2,2,5,1,0,3,36400,2,2,2,5,60,21,24,50,0.6818182,2,4,1,3,35,5,1,6.461538462,0,"Pilrig_Perrenial",12,5,60,0,2,0,3,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,25
"589",709,30,25,1,1,5,2,-1,2,2,20,1,0,3,36400,2,2,2,5,60,21,24,50,0.6818182,2,4,1,3,35,5,1,6.461538462,0,"Pilrig_Perrenial",12,5,60,0,2,0,4,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,25
"595",715,30,25,3,1,9,0,0,2,2,60,1,0,3,36400,2,2,2,5,60,21,24,50,0.6818182,2,4,1,3,35,5,1,6.461538462,0,"Pilrig_Perrenial",12,5,60,0,2,0,5,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,25
"599",719,30,25,3,1,12,0,0,1,3,5,1,0,3,36400,2,2,2,5,60,21,24,50,0.6818182,2,4,1,3,35,5,1,6.461538462,0,"Pilrig_Perrenial",12,5,60,0,2,0,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,25
"603",723,31,26,3,1,1,2,0,1,2,5,1,0,3,10400,2,2,2,5,15,11,24,50,0.6777778,3,5,0,2,25,1,2,6.307692308,0,"St_Marks_Perrenial",16,5,15,1,2,0,1,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,26
"606",726,31,26,2,1,2,1,0,0,0,0,1,0,3,10400,2,2,2,5,15,11,24,50,0.6777778,3,5,0,2,25,1,2,6.307692308,0,"St_Marks_Perrenial",16,5,15,1,2,0,2,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,26
"611",731,31,26,3,1,4,1,1,0,0,40,1,0,3,10400,2,2,2,5,15,11,24,50,0.6777778,3,5,0,2,25,1,2,6.307692308,0,"St_Marks_Perrenial",16,5,15,1,2,0,3,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,26
"614",734,31,26,2,1,5,0,1,1,1,10,1,0,3,10400,2,2,2,5,15,11,24,50,0.6777778,3,5,0,2,25,1,2,6.307692308,0,"St_Marks_Perrenial",16,5,15,1,2,0,4,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,26
"619",739,31,26,3,1,9,0,0,2,2,60,1,0,3,10400,2,2,2,5,15,11,24,50,0.6777778,3,5,0,2,25,1,2,6.307692308,0,"St_Marks_Perrenial",16,5,15,1,2,0,5,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,26
"621",741,31,26,1,1,12,0,0,1,0,10,1,0,3,10400,2,2,2,5,15,11,24,50,0.6777778,3,5,0,2,25,1,2,6.307692308,0,"St_Marks_Perrenial",16,5,15,1,2,0,6,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,26
"627",747,32,27,3,1,1,2,0,1,2,5,1,0,3,31200,2,2,2,5,20,11,24,50,0.6777778,2,5,0,3,35,5,1,5.230769231,0,"St_Marks_Perrenial",16,5,20,1,2,1,1,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,27
"631",751,32,27,3,1,2,2,-1,1,1,20,1,0,3,31200,2,2,2,5,20,11,24,50,0.6777778,2,5,0,3,35,5,1,5.230769231,0,"St_Marks_Perrenial",16,5,20,1,2,1,2,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,27
"634",754,32,27,2,1,4,1,-1,2,2,5,1,0,3,31200,2,2,2,5,20,11,24,50,0.6777778,2,5,0,3,35,5,1,5.230769231,0,"St_Marks_Perrenial",16,5,20,1,2,1,3,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,27
"638",758,32,27,2,1,5,0,1,1,1,10,1,0,3,31200,2,2,2,5,20,11,24,50,0.6777778,2,5,0,3,35,5,1,5.230769231,0,"St_Marks_Perrenial",16,5,20,1,2,1,4,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,27
"642",762,32,27,2,1,9,2,0,0,2,5,1,0,3,31200,2,2,2,5,20,11,24,50,0.6777778,2,5,0,3,35,5,1,5.230769231,0,"St_Marks_Perrenial",16,5,20,1,2,1,5,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,27
"647",767,32,27,3,1,12,0,0,1,3,5,1,0,3,31200,2,2,2,5,20,11,24,50,0.6777778,2,5,0,3,35,5,1,5.230769231,0,"St_Marks_Perrenial",16,5,20,1,2,1,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,27
"649",769,33,28,1,1,1,1,0,1,2,20,1,0,3,10400,2,2,1,30,30,1,24,100,0.6777778,3,5,0,6,65,1,4,2.307692308,0,"St_Marks_Perrenial",16,30,30,1,1,0,1,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,28
"653",773,33,28,1,1,2,0,1,2,3,60,1,0,3,10400,2,2,1,30,30,1,24,100,0.6777778,3,5,0,6,65,1,4,2.307692308,0,"St_Marks_Perrenial",16,30,30,1,1,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,28
"658",778,33,28,2,1,4,1,-1,2,2,5,1,0,3,10400,2,2,1,30,30,1,24,100,0.6777778,3,5,0,6,65,1,4,2.307692308,0,"St_Marks_Perrenial",16,30,30,1,1,0,3,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,28
"661",781,33,28,1,1,5,2,-1,2,2,20,1,0,3,10400,2,2,1,30,30,1,24,100,0.6777778,3,5,0,6,65,1,4,2.307692308,0,"St_Marks_Perrenial",16,30,30,1,1,0,4,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,28
"667",787,33,28,3,1,9,0,0,2,2,60,1,0,3,10400,2,2,1,30,30,1,24,100,0.6777778,3,5,0,6,65,1,4,2.307692308,0,"St_Marks_Perrenial",16,30,30,1,1,0,5,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,28
"671",791,33,28,3,1,12,0,0,1,3,5,1,0,3,10400,2,2,1,30,30,1,24,100,0.6777778,3,5,0,6,65,1,4,2.307692308,0,"St_Marks_Perrenial",16,30,30,1,1,0,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,28
"675",795,34,29,3,1,1,2,0,1,2,5,1,0,3,52000,1,1,1,5,6,21,3,0,0.74375,3,3,0,2,25,3,1,4.461538462,0,"Inch_Park_Control",7,5,6,0,2,0,1,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,29
"678",798,34,29,2,1,2,1,0,0,0,0,1,0,3,52000,1,1,1,5,6,21,3,0,0.74375,3,3,0,2,25,3,1,4.461538462,0,"Inch_Park_Control",7,5,6,0,2,0,2,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,29
"681",801,34,29,1,1,4,0,0,0,1,0,1,0,3,52000,1,1,1,5,6,21,3,0,0.74375,3,3,0,2,25,3,1,4.461538462,0,"Inch_Park_Control",7,5,6,0,2,0,3,0,1,1,0,0,-1,1,0,0,2,0,0,1,2,0,0,0,5,40,0,29
"686",806,34,29,2,1,5,0,1,1,1,10,1,0,3,52000,1,1,1,5,6,21,3,0,0.74375,3,3,0,2,25,3,1,4.461538462,0,"Inch_Park_Control",7,5,6,0,2,0,4,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,29
"690",810,34,29,2,1,9,2,0,0,2,5,1,0,3,52000,1,1,1,5,6,21,3,0,0.74375,3,3,0,2,25,3,1,4.461538462,0,"Inch_Park_Control",7,5,6,0,2,0,5,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,29
"695",815,34,29,3,1,12,0,0,1,3,5,1,0,3,52000,1,1,1,5,6,21,3,0,0.74375,3,3,0,2,25,3,1,4.461538462,0,"Inch_Park_Control",7,5,6,0,2,0,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,29
"697",817,35,30,1,1,1,1,0,1,2,20,1,0,3,5200,1,1,1,10,5,1,3,50,0.74375,3,3,0,4,45,6,1,5.153846154,0,"Inch_Park_Control",7,10,5,1,3,0,1,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,30
"701",821,35,30,1,1,2,0,1,2,3,60,1,0,3,5200,1,1,1,10,5,1,3,50,0.74375,3,3,0,4,45,6,1,5.153846154,0,"Inch_Park_Control",7,10,5,1,3,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,30
"706",826,35,30,2,1,4,1,-1,2,2,5,1,0,3,5200,1,1,1,10,5,1,3,50,0.74375,3,3,0,4,45,6,1,5.153846154,0,"Inch_Park_Control",7,10,5,1,3,0,3,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,30
"710",830,35,30,2,1,5,0,1,1,1,10,1,0,3,5200,1,1,1,10,5,1,3,50,0.74375,3,3,0,4,45,6,1,5.153846154,0,"Inch_Park_Control",7,10,5,1,3,0,4,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,30
"714",834,35,30,2,1,9,2,0,0,2,5,1,0,3,5200,1,1,1,10,5,1,3,50,0.74375,3,3,0,4,45,6,1,5.153846154,0,"Inch_Park_Control",7,10,5,1,3,0,5,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,30
"719",839,35,30,3,1,12,0,0,1,3,5,1,0,3,5200,1,1,1,10,5,1,3,50,0.74375,3,3,0,4,45,6,1,5.153846154,0,"Inch_Park_Control",7,10,5,1,3,0,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,30
"721",841,36,31,1,1,1,1,0,1,2,20,1,0,3,10400,1,1,2,5,5,1,3,50,0.74375,3,4,0,2,25,3,1,3.307692308,0,"Inch_Park_Control",7,5,5,0,2,1,1,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,31
"727",847,36,31,3,1,2,2,-1,1,1,20,1,0,3,10400,1,1,2,5,5,1,3,50,0.74375,3,4,0,2,25,3,1,3.307692308,0,"Inch_Park_Control",7,5,5,0,2,1,2,1,0,2,0,0,1,0,0,1,1,1,0,2,1,2,0,20,60,5,0,31
"730",850,36,31,2,1,4,1,-1,2,2,5,1,0,3,10400,1,1,2,5,5,1,3,50,0.74375,3,4,0,2,25,3,1,3.307692308,0,"Inch_Park_Control",7,5,5,0,2,1,3,2,0,1,0,-1,1,-1,0,2,1,0,0,2,1,1,0,20,10,20,0,31
"734",854,36,31,2,1,5,0,1,1,1,10,1,0,3,10400,1,1,2,5,5,1,3,50,0.74375,3,4,0,2,25,3,1,3.307692308,0,"Inch_Park_Control",7,5,5,0,2,1,4,0,1,2,0,1,0,-1,0,2,0,1,0,3,0,1,0,60,0,20,0,31
"738",858,36,31,2,1,9,2,0,0,2,5,1,0,3,10400,1,1,2,5,5,1,3,50,0.74375,3,4,0,2,25,3,1,3.307692308,0,"Inch_Park_Control",7,5,5,0,2,1,5,0,2,0,0,0,-1,0,0,1,2,1,0,0,0,3,0,10,60,5,0,31
"743",863,36,31,3,1,12,0,0,1,3,5,1,0,3,10400,1,1,2,5,5,1,3,50,0.74375,3,4,0,2,25,3,1,3.307692308,0,"Inch_Park_Control",7,5,5,0,2,1,6,2,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,10,5,60,0,31
